asset1,asset2,asset3,asset4,asset5,asset6,asset7,asset8,asset9,asset10,SP500
0.0077850000000000,-0.00398100000000000,-0.00450800000000000,-0.01386600000000000,-0.02427600000000000,-0.0632840000000000,-0.00420400000000000,0.01890500000000000,0.00334400000000000,-0.00987800000000000,0.00397200000000000
0.00042300000000000,-0.00222000000000000,-0.01263900000000000,-0.02144100000000000,0.02003200000000000,-0.00781700000000000,-0.00187600000000000,-0.04260900000000000,-0.01448700000000000,-0.01615200000000000,-0.00182300000000000
0.0033320000000000,-0.02306400000000000,-0.00636900000000000,0.02624200000000000,-0.03170900000000000,0.00585300000000000,0.00798900000000000,-0.03156700000000000,-0.01365900000000000,-0.01207100000000000,-0.00047500000000000
-0.0263050000000000,-0.02899900000000000,-0.01134500000000000,-0.04463800000000000,-0.04521400000000000,-0.00425200000000000,-0.02097900000000000,-0.00055500000000000,0.0032960000000000,-0.01906200000000000,-0.00919100000000000
0.00904100000000000,-0.01125700000000000,-0.00641800000000000,0.01886600000000000,-0.03504300000000000,0.01370900000000000,-0.00428600000000000,0.01336800000000000,-0.01590600000000000,-0.0064770000000000,0.00214600000000000
0.00778000000000000,-0.01360100000000000,0.05226400000000000,0.01239500000000000,-0.00778200000000000,-0.00476600000000000,0.0,-0.01893800000000000,-0.00053400000000000,-0.00351100000000000,-0.00029900000000000
0.00298100000000000,0.04440900000000000,0.02542300000000000,0.03305300000000000,-0.02550700000000000,0.00100200000000000,0.04830200000000000,0.00636000000000000,0.00213900000000000,0.02013100000000000,0.00265100000000000
0.01295200000000000,-0.00782800000000000,-0.014392000000000,-0.02614300000000000,0.00398800000000000,-0.02258800000000000,0.00821200000000000,-0.07240199999999999,0.00720100000000000,0.03206700000000000,0.00161400000000000
0.00995700000000000,-0.01322800000000000,0.02319200000000000,-0.01086800000000000,-0.01393800000000000,-0.02254100000000000,0.00271500000000000,0.01177400000000000,-0.0154930000000000,-0.00669200000000000,-0.00330000000000000
-0.03284400000000000,0.00713300000000000,-0.02386600000000000,-0.0152910000000000,-0.03478800000000000,-0.02143000000000000,-0.00722000000000000,-0.001713000000000,0.00322900000000000,-0.04427300000000000,-0.0186150000000000
